AIRPORT,AIRPORT_LATITUDE,AIRPORT_LONGITUDE,RANKING
JOSLIN FIELD - MAGIC VALLEY REGIONAL,42.4818,-114.48774,347.0
STANSTEAD-LONDON,51.885,0.235,717.0
WEIRTON-STEUBENVILLE,40.392,-80.6198,1786.0
SAN PEDRO SULA LA MESA,15.452639,-87.923556,451.0
MANILA-NINOY AQUINO INTL,14.508647,121.019581,762.0
WILEY POST ARPT,35.53455,-97.64722,451.0
EL MONTE ARPT,34.08601,-118.03485,481.0
PRIEBE ARPT,41.1083,-83.6838,1036.0
RABAT-SALE AIRPORT,34.051467,-6.751519,1415.0
FULLERTON MUNICIPAL ARPT,33.87201,-117.97978,517.0
BOLTON FIELD ARPT,39.90082,-83.13719,617.0
BLACKWELL-TONKAWA MUNICIPAL,36.74512,-97.3496,1415.0
CUBE COVE,57.94063,-134.73911,1415.0
RIVERSIDE MUNICIPAL ARPT,33.95188,-117.4451,556.0
NORTH PLATTE REGNL ARPT LEE BIRD FIELD,41.12621,-100.68365,399.0
KLAWOCK ARPT,55.57923,-133.076,572.0
MURFREESBORO MUNICIPAL ARPT,35.87748,-86.37753,865.0
RICKENBACKER INTL,39.81376,-82.92786,104.0
GUNTERSVILLE MUNI ARPT-JOE STARNES FIELD,34.39944,-86.27016,1415.0
PONCA CITY MUNICIPAL ARPT,36.73058,-97.09977,865.0
GRAVELLY VALLEY,39.4432,-122.9532,1415.0
METTEL FIELD ARPT,39.69803,-85.13125,1415.0
MIDDLE PENINSULA REGIONAL ARPT,37.52136,-76.76275,1124.0
LINDEN AIRPORT,40.61745,-74.24459,791.0
STINSON MUNICIPAL ARPT,29.33701,-98.47114,739.0
NEVADA COUNTY AIR PARK,39.2240278,-121.0030833,1239.0
KANSAI INTL,34.4347222,135.244167,429.0
PANOLA COUNTY ARPT,34.36677,-89.90009,1786.0
BUCKLEY ANGB ARPT,39.701,-104.751,1786.0
CHINLE MUNICIPAL ARPT,36.1525,-109.5503,1415.0
FREEPORT INTL,26.558686,-78.695553,683.0
EXCELSIOR SPRINGS MEM,39.3357,-94.1918,1415.0
ONIDA MUNICIPAL,44.70415,-100.10874,1786.0
PENANG INTL,5.297139,100.276864,380.0
YOLO COUNTY ARPT,38.57907,-121.85663,1786.0
HURON REGIONAL ARPT,44.3852,-98.22854,617.0
JORGE CHAVEZ INTL,-12.021889,-77.114319,960.0
NADI INTL,-17.755392,177.443378,1786.0
WESTERN NEBRASKA REGNL ARPT/WILLIAM B. HEILIG FIELD,41.87403,-103.59564,572.0
SHERIDAN COUNTY ARPT,44.7692,-106.98028,601.0
GRAND JUNCTION REGIONAL ARPT,39.12241,-108.52673,288.0
INDIANAPOLIS METROPOLITAN ARPT,39.9352,-86.04495,813.0
PROVIDENCIALES INTL,21.773625,-72.265886,629.0
LAMAR MUNICIPAL ARPT,38.06969,-102.6885,1786.0
SCAMMON BAY AIRPORT,61.84533,-165.5713,1415.0
MONTAUK ARPT,41.07694,-71.9204,1036.0
TOKYO INTL,35.552258,139.779694,556.0
DUSSELDORF,51.289453,6.766775,960.0
DAYTON-WRIGHT BROTHERS ARPT,39.58897,-84.22486,762.0
STOCKHOLM ARLANDA,59.651944,17.918611,1036.0
GARNER FIELD ARPT,29.21135,-99.74358,960.0
ERNESTO CORTISSOZ,10.889589,-74.780819,813.0
CHAUTAUQUA COUNTY/JAMESTOWN ARPT,42.15337,-79.25804,521.0
DHAHRAN INTL,26.265417,50.152027,1786.0
HONG KONG INTL,22.308919,113.914603,531.0
BELUGA AIRPORT,61.1698,-151.0397,1786.0
NORTHAMPTON ARPT,42.32817,-72.61152,1124.0
DENISON MUNICIPAL ARPT,41.98643,-95.38072,1786.0
BIG BEAR CITY,34.26362,-116.85448,1415.0
SOUTHWEST OREGON REGIONAL ARPT,43.41714,-124.24603,367.0
CAPT FEAR REGNL JETPORT/HOWIE FRANKLIN FIELD ARPT,33.92926,-78.07499,835.0
DICKINSON-THEODORE ROOSEVELT RGNL,46.79739,-102.80195,306.0
ERIE-OTTAWA INTL ARPT - CARL KELLER FIELD,41.51628,-82.86869,907.0
SOUTHEAST IOWA REGIONAL ARPT,40.78323,-91.12551,907.0
ALLIANCE MUNICIPAL ARPT,42.05325,-102.80372,907.0
LIBERAL MID-AMERICA REGNL ARPT,37.04421,-100.95986,514.0
NW ARKANSAS REGIONAL,36.28187,-94.30681,170.0
CALKINS FIELD ARPT,42.6883,-85.6408,1786.0
LOS MOCHIS,25.685194,-109.080806,1415.0
CONCORD REGIONAL ARPT,35.38521,-80.70971,356.0
CHARLES DE GAULLE,49.012779,2.55,222.0
BUCHOLZ AAF MARSHALL,8.7187,167.4333,1415.0
CHARLESTON EXECUTIVE ARPT,32.70086,-80.00292,595.0
ARLINGTON MUNICIPAL ARPT (TX),32.66242,-97.09391,351.0
FRANCIS S GABRESKI ARPT,40.84365,-72.63179,487.0
AIRHAVEN,41.8262,-73.8722,1786.0
HAMILTON,43.17361,-79.935,696.0
SPRING HILL ARPT,41.3417,-75.4095,1786.0
SANTA FE DE BOGOTA,4.701594,-74.146947,375.0
RICE LAKE REGIONAL ARPT CARL'S FIELD,45.4201,-91.77332,1415.0
GRIFFITH-MERRILLVILLE ARPT,41.51984,-87.39951,1415.0
WHITE COUNTY ARPT,40.70882,-86.76676,1124.0
ALLENTOWN QUEEN CITY MUNICIPAL,40.57028,-75.48831,865.0
MONUMENT VALLEY ARPT (PVT),37.0166675,-110.2006847,1786.0
GRANTLEY ADAMS BARBA,13.074603,-59.492456,683.0
RUHES ARPT,41.1018,-84.0512,1786.0
WOKAL FIELD/GLASGOW INTL ARPT,48.2125,-106.6147222,791.0
PITT-GREENVILLE ARPT,35.63524,-77.38532,481.0
TRUKEE-TAHOE ARPT,39.32004,-120.13956,791.0
LAJES AIRPORT,38.761842,-27.090797,1786.0
CORDOVA MUNICIPAL ARPT,60.5439,-145.7267,1124.0
LA ROMANA INTL,18.450711,-68.911833,1036.0
MURTALA MUHAMMED,6.577369,3.321156,813.0
ELY AIRPORT/YELLAND FIELD,39.29969,-114.84189,1124.0
PELLSTON REGNL ARPT OF EMMET COUNTY,45.57093,-84.79672,572.0
COZUMEL ,20.522403,-86.925644,696.0
PERRY-WARSAW ARPT,42.74135,-78.05211,1786.0
LAKES REGIONAL ARPT,43.5858,-71.2597,1415.0
NAPER AERO CLUB ARPT,42.15614,-121.73321,1786.0
MARLBORO ARPT (CLOSED),40.3662,-74.2543,1786.0
MANITOWISH WATERS,46.12197,-89.88233,1415.0
CHAUTAUQUA COUNTY/DUNKIRK ARPT,42.49334,-79.27204,1415.0
EAST MIDLANDS,52.831111,-1.328056,907.0
MARCO ISLAND ARPT,25.99503,-81.67253,762.0
RICHTERS ARPT,38.691,-94.2547,1786.0
FRIEDMAN MEMORIAL,43.50484,-114.29659,451.0
NORFOLK REGNL ARPT/KARL STEFAN MEMORIAL FIELD,41.98546,-97.43511,907.0
GUSTAVUS ARPT,58.42438,-135.70738,865.0
HIRAM CURE ARPT,42.77003,-84.96496,1786.0
WINNIPEG INTL,49.91004,-97.23989,696.0
ANKENY REGIONAL,41.69129,-93.5663,739.0
VALDOSTA REGIONAL,30.7825,-83.27672,481.0
CHESTER ARPT,41.3839,-72.50589,1415.0
MEADOW LAKE ARPT,38.94575,-104.56989,960.0
MOORE COUNTY ARPT,35.23735,-79.39117,1124.0
FAIRMONT MUNICIPAL ARPT,43.64394,-94.41562,1239.0
HOUGHTON COUNTY MEM,47.16842,-88.48906,601.0
HORSEHOE BEND ARPT,36.22136,-91.75548,1786.0
JACKSON COUNTY ARPT,38.92977,-81.81947,1239.0
ASHLAND/LINEVILLE,33.28761,-85.80413,1786.0
WINDHAM ARPT,41.74404,-72.18024,1415.0
FARMVILLE REGIONAL ARPT,37.35753,-78.4378,1415.0
ROSTRAVER,40.20972,-79.83144,1124.0
JENNINGS,30.24269,-92.67345,1786.0
CAPITAL (BEIJING),40.080111,116.584556,521.0
MEAD FLYING SERVICE ARPT,47.78719,-117.35818,1786.0
NEW CHITOSE,42.7752,141.692283,1415.0
PICKENS COUNTY ARPT (GA),34.45148,-84.45659,1415.0
INTL DE CARRASCO,-34.838417,-56.030806,762.0
SIGONELLA,37.401664,14.922358,960.0
KHABAROVSK,48.528044,135.188361,1786.0
PRESTWICK,55.509444,-4.586667,1036.0
PHILIP BILLARD MUNICIPAL ARPT,39.06866,-95.62248,1036.0
MORROW COUNTY,40.52453,-82.85006,1786.0
CORNING MUNICIPAL ARPT (IA),40.9897,-94.753,1786.0
ONEONTA MUNICIPAL ARPT,42.5247778,-75.0644722,1415.0
WEST BRANCH COMMUNITY ARPT,44.244825,-84.1798047,1124.0
FORT DODGE REGIONAL,42.55146,-94.19255,646.0
HOMER ARPT,59.64556,-151.47658,960.0
IXTAPA-ZIHUATENEJO,17.601569,-101.460536,1415.0
MANISTEE COUNTY-BLACKER ARPT,44.2724722,-86.2468889,907.0
BEAVER ISLAND ARPT,45.69228,-85.56631,1239.0
WILLIAMSON COUNTY REGIONAL,37.75314,-89.0116,362.0
GLACIER PARK INTL,48.3114,-114.25507,281.0
FESTUS MEMORIAL ARPT,38.1902,-90.3845,1415.0
PITTSFIELD MUNICIPAL ARPT (MA),42.42685,-73.29293,835.0
CHEROKEE COUNTY ARPT,31.86933,-95.21739,1786.0
ROSWELL INTL AIR CENTER,33.30156,-104.53056,566.0
EDWARD G PITKA SR ARPT,64.73618,-156.93742,1124.0
CHEROKEE COUNTY REGIONAL ARPT,42.73147,-95.55614,1239.0
RENNER FLD/GOODLAND MUNI ARPT,39.37062,-101.69899,1239.0
COUNTRY SQUIRE AIRPARK,45.35444,-122.26806,1786.0
OPA LOCKA WEST,25.9483,-80.4233,1786.0
SCHOLES INTL ARPT AT GALVESTON,29.26532,-94.86041,582.0
M GRAHAM CLARK - TANEY COUNTY ARPT,36.6259233,-93.2288756,1415.0
ZARAGOZA,41.666242,-1.041553,1786.0
MAKEDONIA,40.519725,22.97095,1786.0
SOLBERG-HUNTERDON,40.58286,-74.73656,960.0
UNIVERSITY PARK ARPT,40.84928,-77.84869,205.0
CLAYTON COUNTY ARPT- TARA FIELD,33.3867,-84.326,1239.0
SOUTH VALLEY REGIONAL ARPT,40.61954,-111.99289,419.0
SISTERS EAGLE,44.30456,-121.53921,1786.0
SANTIAGO INTL,-33.392975,-70.785803,556.0
WATERTOWN INTL ARPT,43.99192,-76.02174,531.0
SEDONA ARPT,34.84863,-111.78846,1124.0
SUBIC BAY INTL,14.7944,120.271,481.0
FORT FRANCES MUNICIPAL,48.65417,-93.43972,1786.0
PHOENIX-MESA GATEWAY,33.30783,-111.65547,81.0
CLAYTON LAKE STRIP ARPT,46.61614,-69.52228,1786.0
MIAMI UNIVERSITY ARPT,39.50225,-84.78436,1786.0
DAWSON COMMUNITY ARPT,47.13872,-104.8072,1415.0
STURGIS MUNICIPAL ARPT,44.41801,-103.37545,1786.0
TELLURIDE REGIONAL ARPT,37.95376,-107.90848,907.0
CONVERSE COUNTY ARPT,42.79725,-105.38574,1786.0
GUARULHOS INTL,-23.432075,-46.469511,531.0
RUSSELLVILLE REGIONAL ARPT,35.25915,-93.09327,1415.0
SKYHAVEN,39.24455,-93.80258,762.0
REEDSBURG MUNICIPAL,43.5259,-89.98322,1239.0
WES LUPIEN,48.25153,-122.67367,1786.0
REGINA INTL,50.43194,-104.66583,1786.0
PARADISE SKYPARK ARPT,39.7105556,-121.6165,1786.0
DOWAGIAC MUNICIPAL ARPT,41.99293,-86.12801,1786.0
COTTON FIELD ARPT,35.1873,-89.6365,1786.0
DOVER AIR FORCE BASE,39.13011,-75.46631,1036.0
LAGRANGE-CALLAWAY ARPT,33.00885,-85.07261,1124.0
EVANSTON-UINTA COUNTY BURNS FIELD,41.27478,-111.03464,1239.0
MONETT MUNICIPAL ARPT,36.90622,-94.01276,1415.0
LAKE VIKING,39.9333,-94.0708,1786.0
MARQUETTE COUNTY,46.35364,-87.39536,1124.0
ALPINE-CASPARIS MUNICIPAL,30.38422,-103.68358,1239.0
SAWYER COUNTY ARPT,46.02586,-91.44424,1036.0
JACK BARSTOW,43.66292,-84.26131,1786.0
ELKO REGIONAL ARPT,40.82493,-115.7917,429.0
GILLETTE-CAMPBELL COUNTY ARPT,44.3489,-105.53936,498.0
BIDDEFORD MUNICIPAL,43.46411,-70.47239,1415.0
THIGPEN FIELD ARPT,31.95375,-89.23533,1786.0
ZANESVILLE MUNICIPAL ARPT,39.94445,-81.89209,1415.0
PORTAGE MUNICIPAL ARPT,43.56031,-89.48286,1786.0
FREEHOLD ARPT,42.36425,-74.06597,1786.0
ORCAS ISLAND ARPT,48.70816,-122.9138,835.0
AUGUSTA STATE,44.32065,-69.79732,447.0
MARION COUNTY-BROWN FIELD,35.06068,-85.58532,1786.0
COLLEGE PARK ARPT,38.98058,-76.92231,1415.0
JEFFERSON COUNTY ARPT,40.35944,-80.70008,960.0
SUNRIVER,43.87633,-121.45306,1415.0
TINIAN INTL,14.9992028,145.61935,791.0
HEBER SPRINGS MUNICIPAL ARPT,35.5116939,-92.0130094,1415.0
KINGS LAND O' LAKES ARPT,46.154011,-89.21208,1415.0
DANIEL ODUBER QUIROS INTL,10.593289,-85.544408,419.0
DAVIS MONTHAN AIR FORCE BASE,32.1665,-110.8831667,572.0
KERVILLE MUNI ARPT/LOUIS SCHREINER FIELD,29.9766667,-99.0854722,1239.0
DECATUR COUNTY INDUSTRIAL AIR PARK,30.9715981,-84.6369278,1786.0
JOINT BASE ANDREWS,38.8107944,-76.8673819,865.0
HAIRE ARPT,33.3417817,-97.30863,1786.0
DESTIN EXECUTIVE AIRPORT,30.40006,-86.47148,835.0
BERZ-MACOMB ARPT,42.66389,-82.96543,1786.0
CUBA MUNICIPAL ARPT,38.06878,-91.42886,1415.0
BOLINDER FIELD - TOOELE VALLEY ARPT,40.61227,-112.35077,739.0
OCEAN CITY MUNICIPAL  ARPT (MD),38.31044,-75.12397,865.0
THOMAS RUSSELL FIELD,32.91475,-85.96296,1415.0
HAMMONTON MUNICIPAL,39.66747,-74.75773,1786.0
RANGE REGIONAL ARPT,47.3866,-92.83899,791.0
GLENDALE MUNICIPAL ARPT,33.52726,-112.29516,443.0
CORTEZ MUNICIPAL ARPT,37.303,-108.62807,960.0
KEARNEY REGIONAL ARPT,40.72703,-99.00678,865.0
PALATKA MUNICIPAL ARPT - LT KAY LARKIN FLD,29.6583825,-81.6895031,1124.0
MELBOURNE ,-37.673333,144.843333,1786.0
JORGE NEWBERY,-34.559175,-58.415606,1415.0
SOUTHWEST MINNESOTA REGNL ARPT-MARSHALL/RYAN FIELD,44.45007,-95.82234,1036.0
DANVILLE REGIONAL ARPT,36.57286,-79.33611,1036.0
PU DONG INTL ARPT,31.143378,121.805214,341.0
ATHENS/BEN EPPS ARPT,33.9486,-83.32635,739.0
FLOYD W. JONES LEBANON ARPT,37.64718,-92.65376,1415.0
GANDER INTL,48.93694,-54.56806,1239.0
VIRACOPOS-CAMPINAS INTL ARPT,-23.0075,-47.134444,646.0
MALMO-STURUP ARPT,55.530193,13.371639,475.0
MT PLEASANT REGL ARPT-FAISON FIELD,32.89783,-79.78286,907.0
KUNSAN,35.903756,126.615906,1415.0
CAMBRIDGE MUNICIPAL,39.97504,-81.5776,1124.0
ROBERTS FIELD ARPT,44.25407,-121.14996,333.0
HAROLD DAVIDSON FIELD ARPT,42.76529,-96.93425,1239.0
KUALA LUMPUR INTL,2.745578,101.709917,475.0
LOS CABOS INTL,23.15185,-109.721044,517.0
CLERMONT COUNTY ARPT,39.0784,-84.21021,1036.0
HOUARI BOUMEDIENE,36.691014,3.215408,1786.0
DODGE CITY REGIONAL ARPT,37.76344,-99.96561,1036.0
LLANO MUNICIPAL ARPT,30.7845,-98.66025,1786.0
REDWOOD FALLS MUNICIPAL ARPT,44.5472,-95.08226,1415.0
SCHENECTADY COUNTY,42.85246,-73.92887,907.0
MARTIN STATE ARPT,39.32566,-76.41377,335.0
HESLER-NOBLE FIELD ARPT,31.67255,-89.17222,617.0
CAPE MAY COUNTY ARPT,39.00851,-74.90827,461.0
COLUMBUS MUNICIPAL ARPT (IN),39.26192,-85.89635,283.0
ZEPHYRHILLS MUNICIPAL ARPT,28.22806,-82.15592,1239.0
HOUSTON GULF ARPT,29.50836,-95.05133,1786.0
STROTHER FIELD ARPT,37.16862,-97.03752,1786.0
JOHN F KENNEDY MEMORIAL,46.54853,-90.91897,664.0
TRI-CITY ARPT (PARSONS),37.33126,-95.50901,1786.0
COLUMBUS MUNICIPAL ARPT (NE),41.448,-97.34264,1786.0
HELENA REGIONAL,46.60682,-111.98275,487.0
PRESCOTT REGIONAL AIRPORT-ERNEST A LOVE FIELD,34.6548333,-112.4192222,277.0
ADA MUNICIPAL ARPT,34.80434,-96.67128,1786.0
EAGLE COUNTY REGIONAL,39.64257,-106.9177,337.0
TRADEWIND ARPT,35.1685,-101.8222,1415.0
PROVINCETOWN MUNICIPAL ARPT,42.072,-70.22138,664.0
MUNICH INTL ARPT,48.353783,11.786086,739.0
CIAMPINO (ROME),41.799361,12.594936,1415.0
OAKLAND/TROY ARPT,42.54294,-83.17791,762.0
JEFFERSON CITY MEMORIAL ARPT,38.59118,-92.15614,507.0
COLD BAY ARPT,55.2056,-162.72426,717.0
NAUSORI INTL ARPT,-18.043267,178.559228,1786.0
MT PLEASANT MUNICIPAL ARPT,43.62167,-84.73749,960.0
EGLIN AIR FORCE BASE/DESTIN-FORT WALTON BEACH AIRPORT,30.48325,-86.5254,329.0
RALEIGH EXEC JETPORT AT SANFORD-LEE CNTY ARPT,35.58247,-79.10136,1124.0
CAUSEY ARPT,35.907,-79.6172,1415.0
MULEGE AIRSTRIP,26.905833,-111.971,1239.0
GREATER PORTSMOUTH REGIONAL ARPT,38.84047,-82.84731,1415.0
MEMORIAL FIELD,34.47803,-93.09621,762.0
JIM HAMILTON L B OWENS ARPT,33.97047,-80.99525,960.0
WARRENTON-FAUQUIER,38.58705,-77.71138,865.0
BLOCK ISLAND STATE,41.16812,-71.57784,739.0
SONTIMER ARPT,38.805,-90.6075,1786.0
CARRABELLE-THOMPSON,29.8385,-84.7005,1786.0
VIRU VIRU INTL,-17.644756,-63.135364,960.0
GAYLORD REGIONAL ARPT,45.01355,-84.70319,1239.0
KINGMAN,35.25947,-113.93806,1036.0
MANHATTAN REGIONAL,39.14097,-96.67083,413.0
ASHE COUNTY,36.4253,-81.4183,1415.0
MALCOLM MCKINNON ARPT,31.15159,-81.39135,646.0
ROCHE HARBOR (SPB),48.6048,-123.1557,1786.0
MILEY MEMORIAL FIELD ARPT,42.58507,-110.11115,1239.0
ELKHART MUNICIPAL ARPT,41.71936,-86.00168,960.0
TIANJIN,39.124353,117.346183,1239.0
BARNESVILLE-BRADFIELD ARPT,40.00243,-81.19183,1786.0
CARROLL COUNTY REGNL ARPT/JACK B POAGE FIELD,39.6048,-77.0045,1036.0
WESTOVER AIR RESERVE BASE/METROPOLITAN ARPT,42.19826,-72.53426,683.0
JOSE MARTI INTL ARPT,22.989153,-82.409086,461.0
TROY MUNICIPAL ARPT,31.86042,-86.01214,1239.0
SASKATOON/JOHN G. DIEFENBAKER INTL,52.17083,-106.69972,1124.0
DONA ANA COUNTY ARPT AT SANTA TERESA,31.88099,-106.70481,1415.0
COLUMBIA COUNTY ARPT,42.2913,-73.71032,960.0
DAVID'S ARPT,42.0592,-85.2382,1239.0
CLINTONVILLE MUNICIPAL ARPT,44.61381,-88.73127,1239.0
GUNNISON-CRESTED BUTTE REGNL ARPT,38.53396,-106.93318,629.0
SAULT STE MARIE MUNICIPAL,46.4742,-84.3677,960.0
DELAND MUNICIPAL ARPT-SIDNEY H TAYLOR FIELD,29.06698,-81.28394,717.0
SULLIVAN COUNTY INTL,41.70165,-74.79501,1124.0
TOLUCA/LIC ADOLFO,19.337072,-99.566008,683.0
SEASIDE MUNICIPAL ARPT,46.0165,-123.90542,1415.0
SKAGIT REGIONAL,48.4708,-122.4208,696.0
SAN LUIS VALLEY REGNL ARPT/BERGMAN FIELD,37.43492,-105.86656,617.0
SPACE COAST REGIONAL,28.5148,-80.79923,531.0
WAUTOMA MUNICIPAL,44.04163,-89.30449,1786.0
NORTHEAST ALABAMA REGIONAL ARPT,33.97263,-86.089,1786.0
DILLINGHAM AIRFIELD,21.57947,-158.19728,507.0
CHARLOTTE-MONROE  EXECUTIVE ARPT,35.01884,-80.62023,865.0
JAMESTOWN REGIONAL,46.92972,-98.6782,835.0
GALLATIN FIELD ARPT,45.7769,-111.15301,231.0
ARDMORE MUNICIPAL,34.30321,-97.01952,762.0
BENTON FIELD ARPT,40.57487,-122.40806,1786.0
LAKE HAVASU CITY ARPT,34.56816,-114.35618,1786.0
SOEKARNO-HATTA,-6.125567,106.655897,791.0
SAINT HUBERT,45.5175,-73.41694,1786.0
COUNCIL BLUFFS MUNICIPAL ARPT,41.25947,-95.75997,1239.0
WESTHEIMER AIR PARK,29.69,-95.79,1786.0
PORTER COUNTY MUNICIPAL,41.45397,-87.00707,1036.0
BARNES JEWISH HOSPITAL,38.6333,-90.25,1786.0
ST CATHARINES/NIAGARA DISTRICT,43.19167,-79.17167,1415.0
HAMILTON ISLAND,-20.3581,148.952,1786.0
MCCORMICK COUNTY,33.9048,-82.2667,1786.0
TRAVIS AIR FORCE BASE,38.2575,-121.9232,1124.0
ST LANDRY PARISH ARPT-AHART FIELD,30.55841,-92.09938,1239.0
STARKS TWIN OAKS,45.4237,-122.9385,1786.0
SUGAR LAND REGIONAL ARPT,29.62225,-95.65653,326.0
ANDERSON REGIONAL,34.49494,-82.70903,1124.0
LA GRANDE/UNION COUNTY ARPT,45.29021,-118.00711,1415.0
SARATOGA COUNTY ARPT,43.05126,-73.86119,1124.0
CLARK COUNTY REGIONAL ARPT (IN),38.36562,-85.7383,762.0
THREE CASTLES ARPK,43.6685,-90.2262,1786.0
VANDENBERG AIR FORCE BASE,34.7243,-120.5727,1786.0
RED LODGE ARPT,45.18744,-109.26738,1415.0
SINGAPORE CHANGI AIRPORT,1.350189,103.994433,413.0
CORONADO ARPT,35.1967,-106.5667,1786.0
BESSEMER ARPT,33.31288,-86.92592,960.0
SANTA FE MUNICIPAL,35.61678,-106.08814,395.0
UGNU-KUPARUK ARPT,70.325,-149.5918,960.0
OKEECHOBEE COUNTY ARPT,27.26282,-80.84978,865.0
NORTH FORK VALLEY,38.8255,-107.6408,1786.0
SLIDELL AIRPORT,30.34506,-89.82079,1415.0
JACQUELINE COCHRAN REGIONAL ARPT,33.6279,-116.16012,865.0
MUIR ARMY AIRFIELD,40.4342,-76.5682,1415.0
TOKSOOK BAY ARPT,60.53338,-165.11396,1415.0
SHENANDOAH VALLEY,38.26384,-78.89644,739.0
CONROE/NORTH HOUSTON REGIONAL AIRPORT                ,30.35183,-95.41447,517.0
H L SONNY CALLAHAN ARPT,30.46211,-87.87802,1239.0
PORTAGE COUNTY ARPT,41.206,-81.2508,1239.0
MANITOWOC COUNTY ARPT,44.12877,-87.68058,1124.0
DAUPHIN ISLAND ARPT,30.26048,-88.1275,1786.0
KLEBERG COUNTY ARPT,27.55086,-98.03092,1415.0
CLEARVIEW AIRPARK,39.4668,-77.017,1786.0
CHESTER COUNTY G O CARLSON ARPT,39.97897,-75.86547,507.0
LA CHINITA INTL,10.558208,-71.727856,762.0
MARIANNA MUNICIPAL ARPT,30.83781,-85.18189,1036.0
KALAELOA ARPT JOHN RODGERS FIELD,21.30735,-158.0703,192.0
SHAWANO MUNICIPAL ARPT,44.78778,-88.56152,1036.0
ANNISTON METROPOLITAN ARPT,33.58817,-85.85811,1124.0
GEORGE R CARR MEMORIAL,30.81369,-89.86496,1786.0
EMMONAK ARPT,62.78519,-164.49105,1239.0
BOULDER CITY MUNICIPAL ARPT,35.94748,-114.8611,865.0
BROOKINGS REGIONAL ARPT,44.30483,-96.81694,487.0
PITTSFIELD MUNICIPAL (ME),44.76853,-69.37442,1239.0
EASTERN OREGON REGNL ARPT AT PENDLETON,45.69506,-118.84144,865.0
WAYNE MUNI ARPT/STAN MORRIS FIELD,42.24189,-96.98142,1786.0
MORGANTOWN ARPT,40.1542,-75.8688,1415.0
WITHAM FIELD ARPT,43.98437,-88.55706,566.0
T B LETTSOME INTL,18.4333,-64.5333,1239.0
SUMMERSVILLE ARPT,38.23164,-80.87081,1124.0
HAIL,27.437917,41.686292,1786.0
PUNTA GORDA ARPT,26.92019,-81.99053,155.0
TYONEK ARPT,61.0725,-151.1362,1786.0
CLARKS POINT ARPT,58.8423,-158.54523,1786.0
ROSEAU MUNI ARPT/RUDY BILLBERG FLD,48.85604,-95.69704,1786.0
FLAGSTAFF PULLIAM,35.13845,-111.67122,375.0
SANTA MONICA MUNICIPAL,34.01582,-118.4513,521.0
PEARLAND REGIONAL ARPT,29.52131,-95.24217,1415.0
GAINESVILLE MUNICIPAL ARPT,33.65136,-97.19703,1239.0
MCMINN COUNTY ARPT,35.3973,-84.56257,1786.0
SHORT CREEK ARPT,36.40083,-87.99166,1786.0
CHANDLER FIELD ARPT,45.8663,-95.39467,960.0
LITCHFIELD MUNICIPAL,39.16635,-89.6749,1415.0
MANAGUA INTL ARPT,12.141494,-86.168178,288.0
NAVAJO LAKE ARPT,41.2747,-85.84006,1786.0
GREATER KANKAKEE ARPT,41.0714,-87.84627,1124.0
NAIROBI JOMO KENYATA,-1.319167,36.9275,1415.0
MOORE AIRPORT (WILDORADO),35.858,-102.0132,1786.0
BOCA RATON ARPT,26.37849,-80.1077,323.0
PORT-AU-PRINCE INTL,18.58005,-72.292542,429.0
JONES MEMORIAL,35.80685,-96.42186,1786.0
ROCK SPRINGS-SWEETWATER CO,41.59422,-109.06519,960.0
TAVERNAERO PARK,25.0052,-80.5265,1786.0
IWAKUNI,34.14386,132.23575,1786.0
RIVERVIEW,42.9348,-85.803,1239.0
ATKINSON MUNICIPAL,37.44856,-94.73133,1786.0
MONTREAL INTL (MIRABEL),45.6795,-74.03867,696.0
MANLEY HOT SPRINGS ARPT,64.99756,-150.64413,1786.0
CHARLOTTE AMALIE HARBOR SEAPLANE BASE,18.33857,-64.9407,1786.0
GARDEN CITY REGIONAL,37.92752,-100.72441,544.0
WASHINGTON COUNTY,40.13649,-80.2902,813.0
WORTHINGTON MUNICIPAL ARPT,43.65507,-95.57921,1786.0
WINCHESTER REGIONAL ARPT,39.14352,-78.14444,865.0
PAGE MUNICIPAL,36.92611,-111.44836,907.0
INCHEON INTL,37.469075,126.450517,447.0
MCCORD FIELD ARPT,47.1358,-122.4725,1786.0
PHOENIX GOODYEAR ARPT,33.42282,-112.37599,413.0
WILLOWS-GLENN COUNTY ARPT,39.51635,-122.21751,1415.0
MASON COUNTY ARPT (WV),38.91464,-82.09858,1239.0
SOUTHBRIDGE MUNICIPAL ARPT,42.10093,-72.03841,1415.0
HENDERSON FIELD,28.2014,-177.381,309.0
RAMSTEIN AIR FORCE BASE,49.436911,7.600283,907.0
MILLARD ARPT,41.196,-96.11228,1036.0
WEST BEND MUNICIPAL ARPT,43.42219,-88.12793,813.0
OHIO UNIVERSITY ARPT-SNYDER FIELD,39.21096,-82.23143,907.0
MC KELLER -SIPES REGIONAL ARPT,35.59988,-88.91562,835.0
STAFFORD REGIONAL ARPT,38.3922,-77.4532,907.0
WARREN FIELD ARPT,35.57047,-77.04981,1415.0
EDMONTON INTL,53.30972,-113.57972,739.0
OCONEE COUNTY REGIONAL ARPT,34.67206,-82.88644,1036.0
SPARTANBURG DOWNTOWN MEMORIAL ARPT,34.91572,-81.9565,907.0
WALDRONAIRE ARPT,48.707,-123.0175,1786.0
COLONEL JAMES JABARA ARPT,37.74756,-97.22114,791.0
DEVILS LAKE REGIONAL ARPT,48.11425,-98.90878,865.0
